Corretora,Nº Nota,Data,Compra/Venda,Mercado,Ativo,Quantidade,Preço,Total,Taxa
Xp,815059,2017-05-05 0:00:00,C,Futuro,WDOM17,1,61.54,-61.54,0.96
Xp,815059,2017-05-05 0:00:00,C,Futuro,WDOM17,1,61.54,-61.54,0.96
Xp,815059,2017-05-05 0:00:00,C,Futuro,WDOM17,1,61.54,-61.54,0.96
Xp,815059,2017-05-05 0:00:00,C,Futuro,WDOM17,1,61.54,-61.54,0.96
Xp,815059,2017-05-05 0:00:00,C,Futuro,WDOM17,1,61.54,-61.54,0.96
Xp,815059,2017-05-05 0:00:00,C,Futuro,WDOM17,1,61.54,-61.54,0.96
Xp,815059,2017-05-05 0:00:00,C,Futuro,WDOM17,1,61.54,-61.54,0.96
Xp,815059,2017-05-05 0:00:00,C,Futuro,WDOM17,1,61.54,-61.54,0.96
Xp,815059,2017-05-05 0:00:00,C,Futuro,WDOM17,1,61.54,-61.54,0.96
Xp,815059,2017-05-05 0:00:00,C,Futuro,WDOM17,1,61.54,-61.54,0.96
Xp,815059,2017-05-05 0:00:00,C,Futuro,WDOM17,10,365.4,-365.4,9.6
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,2,30,-30,1.92
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,6,444,-444,5.76
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,11,165,-165,10.56
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,30,1890,-1890,28.8
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,2,30,-30,1.92
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,13,195,-195,12.48
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,1,15,-15,0.96
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,30,630,-630,28.8
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,2,0,0,1.92
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,5,0,0,4.8
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,4,0,0,3.84
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,4,0,0,3.84
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,1,0,0,0.96
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,1,0,0,0.96
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,13,0,0,12.48
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,9,657,-657,8.64
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,6,438,-438,5.76
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,1,74,-74,0.96
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,1,74,-74,0.96
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,3,222,-222,2.88
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,4,296,-296,3.84
Xp,815059,2017-05-05 0:00:00,C,Futuro,WINM17,1,15,-15,0.96
Xp,815059,2017-05-05 0:00:00,V,Futuro,WDOM17,-1,53.46,53.46,0.96
Xp,815059,2017-05-05 0:00:00,V,Futuro,WDOM17,-1,53.46,53.46,0.96
Xp,815059,2017-05-05 0:00:00,V,Futuro,WDOM17,-1,53.46,53.46,0.96
Xp,815059,2017-05-05 0:00:00,V,Futuro,WDOM17,-6,320.76,320.76,5.76
Xp,815059,2017-05-05 0:00:00,V,Futuro,WDOM17,-1,53.46,53.46,0.96
Xp,815059,2017-05-05 0:00:00,V,Futuro,WDOM17,-10,84.6,84.6,9.6
Xp,815059,2017-05-05 0:00:00,V,Futuro,WINM17,-3,192,192,2.88
Xp,815059,2017-05-05 0:00:00,V,Futuro,WINM17,-1,65,65,0.96
Xp,822464,2017-05-08 0:00:00,C,Futuro,WDOM17,10,149.1,-149.1,9.6
Xp,822464,2017-05-08 0:00:00,C,Futuro,WDOM17,7,280.63,-280.63,6.72
Xp,822464,2017-05-08 0:00:00,C,Futuro,WDOM17,3,120.27,-120.27,2.88
Xp,822464,2017-05-08 0:00:00,C,Futuro,WINM17,30,120,-120,28.8
Xp,822464,2017-05-08 0:00:00,C,Futuro,WINM17,30,210,-210,28.8
Xp,822464,2017-05-08 0:00:00,V,Futuro,WDOM17,-10,800.9,800.9,9.6
Xp,822464,2017-05-08 0:00:00,V,Futuro,WDOM17,-10,0.9,0.9,9.6
Xp,822464,2017-05-08 0:00:00,V,Futuro,WINM17,-2,38,38,1.92
Xp,822464,2017-05-08 0:00:00,V,Futuro,WINM17,-1,19,19,0.96
Xp,822464,2017-05-08 0:00:00,V,Futuro,WINM17,-1,19,19,0.96
Xp,822464,2017-05-08 0:00:00,V,Futuro,WINM17,-30,120,120,28.8
Xp,822464,2017-05-08 0:00:00,V,Futuro,WINM17,-1,19,19,0.96
Xp,822464,2017-05-08 0:00:00,V,Futuro,WINM17,-1,19,19,0.96
Xp,822464,2017-05-08 0:00:00,V,Futuro,WINM17,-3,57,57,2.88
Xp,822464,2017-05-08 0:00:00,V,Futuro,WINM17,-21,399,399,20.16
Rico,389592,2017-05-11 0:00:00,V,Vista,HYPE3,-200,31.46,6292,10.8
Rico,389592,2017-05-11 0:00:00,C,Vista,NTCO3,100,35.71,-3571,10.8
Rico,389592,2017-05-11 0:00:00,C,Vista,NTCO3,100,35.71,-3571,10.8
Xp,845618,2017-05-11 0:00:00,C,Futuro,WDOM17,3,33.99,-33.99,2.88
Xp,845618,2017-05-11 0:00:00,C,Futuro,WINM17,10,8,-8,9.6
Xp,845618,2017-05-11 0:00:00,C,Futuro,WINM17,10,42,-42,9.6
Xp,845618,2017-05-11 0:00:00,C,Futuro,WINM17,4,39.2,-39.2,16
Xp,845618,2017-05-11 0:00:00,C,Futuro,WINM17,30,414,-414,28.8
Xp,845618,2017-05-11 0:00:00,C,Futuro,WINM17,30,324,-324,28.8
Xp,845618,2017-05-11 0:00:00,V,Futuro,WDOM17,-3,11.01,11.01,2.88
Xp,845618,2017-05-11 0:00:00,V,Futuro,WINM17,-30,144,144,28.8
Xp,845618,2017-05-11 0:00:00,V,Futuro,WINM17,-1,3.2,3.2,0.96
Xp,845618,2017-05-11 0:00:00,V,Futuro,WINM17,-9,28.8,28.8,8.64
Xp,845618,2017-05-11 0:00:00,V,Futuro,WINM17,-10,102,102,9.6
Xp,845618,2017-05-11 0:00:00,V,Futuro,WINM17,-4,136.8,136.8,3.84
Xp,845618,2017-05-11 0:00:00,V,Futuro,WINM17,-6,205.2,205.2,30
Xp,845618,2017-05-11 0:00:00,V,Futuro,WINM17,-30,204,204,28.8
Xp,853154,2017-05-12 0:00:00,C,Futuro,WINM17,6,236.4,-236.4,5.76
Xp,853154,2017-05-12 0:00:00,C,Futuro,WINM17,6,242.4,-242.4,30
Xp,853154,2017-05-12 0:00:00,V,Futuro,WINM17,-6,735.6,735.6,0
Xp,853154,2017-05-12 0:00:00,V,Futuro,WINM17,-6,224.4,224.4,5.76
Rico,400081,2017-05-15 0:00:00,C,Vista,SANB11,100,28.69,-2869,16.2
Xp,860866,2017-05-15 0:00:00,C,Futuro,WDOM17,10,632.6,-632.6,9.6
Xp,860866,2017-05-15 0:00:00,V,Futuro,WDOM17,-10,682.6,682.6,9.6
Xp,868826,2017-05-16 0:00:00,C,Futuro,WDOM17,10,134,-134,9.6
Xp,868826,2017-05-16 0:00:00,C,Futuro,WINM17,5,310,-310,4.8
Xp,868826,2017-05-16 0:00:00,C,Futuro,WINM17,5,310,-310,4.8
Xp,868826,2017-05-16 0:00:00,C,Futuro,WINM17,5,310,-310,4.8
Xp,868826,2017-05-16 0:00:00,C,Futuro,WINM17,2,124,-124,1.92
Xp,868826,2017-05-16 0:00:00,C,Futuro,WINM17,2,124,-124,1.92
Xp,868826,2017-05-16 0:00:00,C,Futuro,WINM17,1,62,-62,0.96
Xp,868826,2017-05-16 0:00:00,C,Futuro,WINM17,2,128,-128,1.92
Xp,868826,2017-05-16 0:00:00,C,Futuro,WINM17,5,320,-320,4.8
Xp,868826,2017-05-16 0:00:00,C,Futuro,WINM17,3,192,-192,2.88
Xp,868826,2017-05-16 0:00:00,C,Futuro,WINM17,3,192,-192,2.88
Xp,868826,2017-05-16 0:00:00,C,Futuro,WINM17,3,192,-192,2.88
Xp,868826,2017-05-16 0:00:00,C,Futuro,WINM17,1,64,-64,0.96
Xp,868826,2017-05-16 0:00:00,C,Futuro,WINM17,5,320,-320,4.8
Xp,868826,2017-05-16 0:00:00,C,Futuro,WINM17,8,512,-512,7.68
Xp,868826,2017-05-16 0:00:00,C,Futuro,WINM17,5,310,-310,4.8
Xp,868826,2017-05-16 0:00:00,C,Futuro,WINM17,2,124,-124,1.92
Xp,868826,2017-05-16 0:00:00,C,Futuro,WINM17,2,124,-124,1.92
Xp,868826,2017-05-16 0:00:00,C,Futuro,WINM17,1,62,-62,0.96
Xp,868826,2017-05-16 0:00:00,V,Futuro,WDOM17,-7,198.8,198.8,6.72
Xp,868826,2017-05-16 0:00:00,V,Futuro,WDOM17,-3,85.2,85.2,2.88
Xp,868826,2017-05-16 0:00:00,V,Futuro,WINM17,-30,2460,2460,28.8
Xp,868826,2017-05-16 0:00:00,V,Futuro,WINM17,-3,255,255,2.88
Xp,868826,2017-05-16 0:00:00,V,Futuro,WINM17,-3,255,255,2.88
Xp,868826,2017-05-16 0:00:00,V,Futuro,WINM17,-3,255,255,2.88
Xp,868826,2017-05-16 0:00:00,V,Futuro,WINM17,-3,255,255,2.88
Xp,868826,2017-05-16 0:00:00,V,Futuro,WINM17,-3,255,255,2.88
Xp,868826,2017-05-16 0:00:00,V,Futuro,WINM17,-15,1290,1290,14.4
Xp,8880753,2017-05-18 0:00:00,V,Vista,ITSA4,-100,8.94,894,50
Xp,8880753,2017-05-18 0:00:00,V,Vista,ITSA4,-100,8.94,894,50
Rico,455719,2017-05-31 0:00:00,V,Vista,SANB11,-100,25.34,2534,0
Rico,465195,2017-06-05 0:00:00,C,Vista,YDUQ3,300,16.31,-4893,16.2
Rico,465195,2017-06-05 0:00:00,V,Vista,PTBL3,-300,3.36,1008,16.2
Rico,465195,2017-06-05 0:00:00,V,Vista,PTBL3,-300,3.36,1008,16.2
Rico,476096,2017-06-09 0:00:00,V,Vista,BRML3,-200,12.35,2470,8.1
Rico,476096,2017-06-09 0:00:00,V,Vista,BRML3,-200,12.35,2470,8.1
Rico,476096,2017-06-09 0:00:00,V,Vista,BRML3,-100,12.35,1235,8.1
Rico,476096,2017-06-09 0:00:00,C,Vista,MULT3,100,65.68,-6568,8.1
Rico,481813,2017-06-13 0:00:00,C,Vista,ALSO3,100,14.82,-1482,8.1
Rico,481813,2017-06-13 0:00:00,C,Vista,ALSO3,200,14.82,-2964,8.1
Rico,481813,2017-06-13 0:00:00,C,Vista,ALSO3,100,14.82,-1482,8.1
Rico,481813,2017-06-13 0:00:00,V,Vista,MULT3,-100,64.53,6453,8.1
Rico,532026,2017-07-07 0:00:00,V,Vista,ABEV3,-300,18.06,5418,16.2
Rico,532026,2017-07-07 0:00:00,V,Vista,CPFE3,-200,26.44,5288,16.2
Rico,532026,2017-07-07 0:00:00,C,Vista,EMBR3,300,15.46,-4638,16.2
Rico,532026,2017-07-07 0:00:00,C,Vista,FIBR3,100,31.92,-3192,16.2
Rico,535121,2017-07-10 0:00:00,C,Fracionario,EMBR3,34,15.65,-532.1,5.93333333333333
Rico,535121,2017-07-10 0:00:00,C,Fracionario,EMBR3,11,15.65,-172.15,5.93333333333333
Rico,535121,2017-07-10 0:00:00,C,Fracionario,FIBR3,61,32.59,-1987.99,5.93333333333333
Rico,556168,2017-07-18 0:00:00,V,Vista,BRKM5,-100,38,3800,16.2
Rico,559290,2017-07-19 0:00:00,V,Fracionario,FIBR3,-61,34.3,2092.3,13.7666666666667
Rico,559290,2017-07-19 0:00:00,V,Vista,FIBR3,-100,34.34,3434,13.7666666666667
Rico,559290,2017-07-19 0:00:00,C,Vista,CPFE3,200,26.77,-5354,13.7666666666667
Modal,131395,2017-07-25 0:00:00,C,Vista,TRAD,100,19.62,-1962,0
Modal,131395,2017-07-25 0:00:00,C,Vista,KROT3,100,15.16,-1516,0
Modal,133995,2017-07-31 0:00:00,C,Opções,PETRI44,1500,0.22,-330,0
Modal,136427,2017-08-03 0:00:00,V,Opções,PETRI44,-1500,0.25,375,0
Modal,137238,2017-08-04 0:00:00,C,Opções,PETRI44,1500,0.27,-405,0
Rico,622955,2017-08-14 0:00:00,V,Vista,ALSO3,-100,16.95,1695,10.8
Rico,622955,2017-08-14 0:00:00,V,Vista,ALSO3,-300,16.95,5085,10.8
Rico,622955,2017-08-14 0:00:00,C,Vista,BRML3,500,13.42,-6710,10.8
Modal,156301,2017-09-04 0:00:00,V,Vista,KROT3,-100,17.74,1774,0
Modal,156300,2017-09-04 0:00:00,V,Opções,PETRI44,-1500,0.2,300,0
Modal,175278,2017-09-25 0:00:00,C,Vista,LAME4,100,19.18,-1918,0
Modal,175278,2017-09-25 0:00:00,C,Vista,SAPR4,100,10.6,-1060,0
Modal,175278,2017-09-25 0:00:00,V,Vista,TRAD,-100,23.8,2380,0
Rico,792456,2017-10-06 0:00:00,V,Vista,LAME4,-100,19.76,1976,16.2
Rico,796330,2017-10-09 0:00:00,C,Vista,BRCR11,11,98.9,-1087.9,16.2
Modal,190907,2017-10-10 0:00:00,C,Vista,CBOP11,2,800,-1600,0
Modal,190907,2017-10-10 0:00:00,C,Vista,GGRC11,8,126.89,-1015.12,0
Modal,190907,2017-10-10 0:00:00,C,Vista,HGRE11,1,1579.98,-1579.98,0
Modal,190907,2017-10-10 0:00:00,C,Vista,HTMX11,9,119.98,-1079.82,0
Modal,190907,2017-10-10 0:00:00,C,Vista,JSRE11,11,97.78,-1075.58,0
Modal,190907,2017-10-10 0:00:00,C,Vista,KNRI11,7,166.22,-1163.54,0
Modal,190906,2017-10-10 0:00:00,C,Opções,BRKML50,700,1.45,-1015,0
Modal,204002,2017-10-23 0:00:00,V,Vista,LAME4,-100,18.14,1814,0
Rico,841795,2017-10-25 0:00:00,V,Vista,JBSS3,-200,7.83,1566,16.2
Modal,207191,2017-10-25 0:00:00,C,Vista,AGRO3,100,12.74,-1274,0
Modal,207191,2017-10-25 0:00:00,C,Vista,B3SA,200,5.98,-1196,0
Modal,214103,2017-10-31 0:00:00,C,Vista,SAPR4,200,10.85,-2170,0
Modal,214102,2017-10-31 0:00:00,V,Opções,BRKML50,-700,3.7,2590,0
Modal,214102,2017-10-31 0:00:00,C,Opções,SAPRX60,200,0.3,-60,0
Modal,219385,2017-11-06 0:00:00,C,Vista,VISC11,8,102,-816,0
Rico,878364,2017-11-08 0:00:00,C,Vista,JBSS3,200,7.27,-1454,16.2
Modal,224853,2017-11-09 0:00:00,C,Vista,GGRC11,5,123.98,-619.9,0
Modal,224853,2017-11-09 0:00:00,C,Vista,KNRI11,2,167.89,-335.78,0
Rico,888025,2017-11-13 0:00:00,C,Fracionario,ITUB4,26,41.47,-1078.22,6.675
Rico,888025,2017-11-13 0:00:00,C,Vista,GOLL4,900,12.98,-11682,6.675
Rico,888025,2017-11-13 0:00:00,V,Vista,GOLL4,-400,12.99,5196,6.675
Rico,888025,2017-11-13 0:00:00,V,Vista,GOLL4,-500,12.99,6495,6.675
Rico,413319,2017-11-13 0:00:00,C,Futuro,WDOZ17,1,138.2,-138.2,1
Rico,413319,2017-11-13 0:00:00,C,Futuro,WDOZ17,1,88.2,-88.2,1
Rico,413319,2017-11-13 0:00:00,C,Futuro,WINZ17,3,296.4,-296.4,3
Rico,413319,2017-11-13 0:00:00,C,Futuro,WINZ17,3,335.4,-335.4,3
Rico,413319,2017-11-13 0:00:00,V,Futuro,WDOZ17,-1,63.2,63.2,1
Rico,413319,2017-11-13 0:00:00,V,Futuro,WDOZ17,-1,118.2,118.2,1
Rico,413319,2017-11-13 0:00:00,V,Futuro,WINZ17,-3,269.4,269.4,3
Rico,413319,2017-11-13 0:00:00,V,Futuro,WINZ17,-3,314.4,314.4,3
Rico,891598,2017-11-14 0:00:00,V,Fracionario,EMBR3,-4,15.41,61.64,6.275
Rico,891598,2017-11-14 0:00:00,V,Fracionario,EMBR3,-1,15.41,15.41,6.275
Rico,891598,2017-11-14 0:00:00,V,Fracionario,EMBR3,-40,15.41,616.4,6.275
Rico,891598,2017-11-14 0:00:00,V,Vista,EMBR3,-300,15.41,4623,6.275
Rico,908797,2017-11-23 0:00:00,C,Opções,CYREM41,300,0.4,-120,8
Rico,908798,2017-11-23 0:00:00,C,Vista,CYRE3,300,12.47,-3741,17.93
Rico,914368,2017-11-27 0:00:00,C,Opções,BBASA6,1400,0.5,-700,8
Rico,914369,2017-11-27 0:00:00,V,Vista,CYRE3,-100,12.9,1290,17.93
Modal,258726,2017-12-11 0:00:00,V,Vista,SAPR4,-300,10.63,3189,0
Modal,265472,2017-12-15 0:00:00,C,Vista,ENEV3,100,13.78,-1378,0
Modal,265472,2017-12-15 0:00:00,C,Vista,PTBL3,200,5.22,-1044,0
Modal,265472,2017-12-15 0:00:00,C,Vista,VULC3,100,8.28,-828,0
Rico,959206,2017-12-18 0:00:00,V,Fracionario,ITUB4,-18,41.53,747.54,10.325
Rico,959206,2017-12-18 0:00:00,V,Fracionario,ITUB4,-8,41.53,332.24,10.325
Rico,959206,2017-12-18 0:00:00,C,Vista,SGPS3,100,10.09,-1009,10.325
Rico,959206,2017-12-18 0:00:00,C,Vista,TECN3,300,3.51,-1053,10.325
Xp,10232598,2017-12-21 0:00:00,C,Fracionario,CSAN3,30,39.56,-1186.8,18.905
Xp,10232598,2017-12-21 0:00:00,C,Fracionario,HYPE3,30,35.67,-1070.1,18.905
Rico,34393,2018-01-12 0:00:00,V,Vista,CYRE3,-200,13.98,2796,16.2
Rico,61300,2018-01-23 0:00:00,C,Opções,ITUBO448,2100,0.48,-1008,8
Rico,61301,2018-01-23 0:00:00,C,Vista,MALL11,10,103.47,-1034.7,17.93
Rico,61301,2018-01-23 0:00:00,C,Vista,MOVI3,100,7.38,-738,17.93
Rico,71227,2018-01-26 0:00:00,V,Opções,ITUBO448,-2100,0.1,210,8
Rico,157152,2018-02-27 0:00:00,V,Vista,SGPS3,-100,10.97,1097,16.2
Rico,157152,2018-02-27 0:00:00,V,Vista,TECN3,-300,3.78,1134,16.2
Xp,10668592,2018-02-27 0:00:00,V,Fracionario,HYPE3,-9,34.87,313.83,9.45
Xp,10668592,2018-02-27 0:00:00,V,Fracionario,HYPE3,-21,34.87,732.27,9.45
Modal,376222,2018-02-27 0:00:00,C,Vista,PTBL3,200,5.79,-1158,0
Modal,376222,2018-02-27 0:00:00,C,Vista,RBBV11,18,70,-1260,0
Modal,376222,2018-02-27 0:00:00,V,Vista,AGRO3,-100,13.69,1369,0
Modal,376222,2018-02-27 0:00:00,V,Vista,B3SA,-200,5.61,1122,0
Rico,194154,2018-03-09 0:00:00,C,Vista,LAME4,100,17.09,-1709,16.2
Xp,10779873,2018-03-13 0:00:00,C,Vista,BRML3,100,11.86,-1186,18.9
Xp,10791225,2018-03-14 0:00:00,V,Fracionario,CSAN3,-30,43.26,1297.8,18.9
Xp,10791225,2018-03-14 0:00:00,C,Vista,VULC3,100,10.78,-1078,18.9
Rico,237968,2018-03-26 0:00:00,V,Vista,MOVI3,-100,7.09,709,16.2
Rico,521588,2018-03-27 0:00:00,C,Futuro,WDOJ18,3,69,-69,3
Rico,521588,2018-03-27 0:00:00,V,Futuro,WDOJ18,-3,81,81,3
Rico,267739,2018-04-06 0:00:00,V,Vista,LAME4,-100,18.74,1874,16.2
Rico,532104,2018-04-09 0:00:00,C,Futuro,WDOK18,1,21.44,-21.44,1
Rico,532104,2018-04-09 0:00:00,V,Futuro,WDOK18,-1,8.56,8.56,1
Modal,448373,2018-04-09 0:00:00,V,Vista,RBBV11,-18,69.3,1247.4,0
Rico,281848,2018-04-12 0:00:00,V,Vista,MRVE3,-400,14.88,5952,16.2
Rico,285458,2018-04-13 0:00:00,C,Vista,ABEV3,300,23.08,-6924,16.2
Modal,457632,2018-04-13 0:00:00,C,Vista,HGLG11,1,1400,-1400,0
Rico,364442,2018-05-14 0:00:00,V,Vista,BOVA11,-100,82.98,8298,8.1
Rico,364442,2018-05-14 0:00:00,C,Vista,MRVE3,100,14.86,-1486,8.1
Rico,364442,2018-05-14 0:00:00,C,Vista,MRVE3,200,14.86,-2972,8.1
Rico,364442,2018-05-14 0:00:00,C,Vista,MRVE3,100,14.86,-1486,8.1
Rico,566065,2018-05-16 0:00:00,C,Futuro,WDOM18,2,72.12,-72.12,2
Rico,566065,2018-05-16 0:00:00,C,Futuro,WDOM18,2,62.12,-62.12,2
Rico,566065,2018-05-16 0:00:00,C,Futuro,WDOM18,2,182.12,-182.12,2
Rico,566065,2018-05-16 0:00:00,C,Futuro,WINM18,1,8.6,-8.6,1
Rico,566065,2018-05-16 0:00:00,C,Futuro,WINM18,4,34.4,-34.4,4
Rico,566065,2018-05-16 0:00:00,C,Futuro,WINM18,6,20.4,-20.4,6
Rico,566065,2018-05-16 0:00:00,C,Futuro,WINM18,1,8.6,-8.6,1
Rico,566065,2018-05-16 0:00:00,C,Futuro,WINM18,6,212.4,-212.4,6
Rico,566065,2018-05-16 0:00:00,C,Futuro,WINM18,4,38.4,-38.4,4
Rico,566065,2018-05-16 0:00:00,C,Futuro,WINM18,1,9.6,-9.6,1
Rico,566065,2018-05-16 0:00:00,C,Futuro,WINM18,1,9.6,-9.6,1
Rico,566065,2018-05-16 0:00:00,V,Futuro,WDOM18,-2,2.12,2.12,2
Rico,566065,2018-05-16 0:00:00,V,Futuro,WDOM18,-2,322.12,322.12,2
Rico,566065,2018-05-16 0:00:00,V,Futuro,WDOM18,-2,162.12,162.12,2
Rico,566065,2018-05-16 0:00:00,V,Futuro,WINM18,-6,20.4,20.4,6
Rico,566065,2018-05-16 0:00:00,V,Futuro,WINM18,-5,193,193,5
Rico,566065,2018-05-16 0:00:00,V,Futuro,WINM18,-1,38.6,38.6,1
Rico,566065,2018-05-16 0:00:00,V,Futuro,WINM18,-6,26.4,26.4,6
Rico,566065,2018-05-16 0:00:00,V,Futuro,WINM18,-6,33.6,33.6,6
Rico,393876,2018-05-22 0:00:00,C,Vista,VLID3,100,18.87,-1887,16.2
Rico,413986,2018-05-28 0:00:00,V,Vista,VLID3,-100,18.06,1806,0
Rico,419442,2018-05-29 0:00:00,C,Vista,BOVA11,100,73.84,-7384,16.2
Modal,642188,2018-07-19 0:00:00,V,Vista,CBOP11,-5,69.07,345.35,0
Modal,642188,2018-07-19 0:00:00,V,Vista,CBOP11,-9,69.06,621.54,0
Modal,642188,2018-07-19 0:00:00,V,Vista,CBOP11,-6,69.05,414.3,0
Modal,642188,2018-07-19 0:00:00,V,Vista,ENEV3,-100,12.19,1219,0
Modal,642188,2018-07-19 0:00:00,V,Vista,GGRC11,-3,119.79,359.37,0
Modal,642188,2018-07-19 0:00:00,V,Vista,GGRC11,-5,119.79,598.95,0
Modal,642188,2018-07-19 0:00:00,V,Vista,GGRC11,-4,119.77,479.08,0
Modal,642188,2018-07-19 0:00:00,V,Vista,GGRC11,-1,119.78,119.78,0
Modal,642188,2018-07-19 0:00:00,V,Vista,PTBL3,-400,4.13,1652,0
Modal,642188,2018-07-19 0:00:00,V,Vista,VULC3,-100,6.04,604,0
Modal,645037,2018-07-20 0:00:00,C,Vista,ALPA4,100,12.86,-1286,0
Modal,645037,2018-07-20 0:00:00,C,Vista,B3SA,100,45.23,-4523,0
Rico,575073,2018-07-23 0:00:00,C,Opções,PETRA24,200,1.62,-324,8
Modal,659924,2018-07-27 0:00:00,C,Opções,ENBRH45,2200,0.21,-462,0
Modal,659924,2018-07-27 0:00:00,C,Opções,BBDCU260,2000,0.23,-460,0
Xp,11797261,2018-08-03 0:00:00,V,Vista,CARD3,-100,7.48,748,18.8966666666667
Xp,11797261,2018-08-03 0:00:00,C,Vista,GOAU4,200,7.79,-1558,18.8966666666667
Xp,11797261,2018-08-03 0:00:00,V,Vista,VULC3,-100,5.74,574,18.8966666666667
Modal,677499,2018-08-06 0:00:00,V,Opções,ENBRH45,-2200,0.05,110,0
Modal,709489,2018-08-20 0:00:00,C,Vista,MXRF11,200,10.1,-2020,0
Rico,670336,2018-08-21 0:00:00,C,Vista,BBDC4,300,28.39,-8517,8.9
Rico,670336,2018-08-21 0:00:00,V,Vista,BBDC4,-300,28.23,8469,8.9
Rico,656220,2018-08-21 0:00:00,C,Futuro,WDOU18,3,712.05,-712.05,0.6
Rico,656220,2018-08-21 0:00:00,C,Futuro,WDOU18,3,847.05,-847.05,0.6
Rico,656220,2018-08-21 0:00:00,V,Futuro,WDOU18,-3,1027.05,1027.05,0.6
Rico,656220,2018-08-21 0:00:00,V,Futuro,WDOU18,-3,922.05,922.05,0.6
Rico,683258,2018-08-24 0:00:00,V,Opções,PETRA24,-200,0.98,196,8
Modal,721269,2018-08-24 0:00:00,V,Opções,BBDCU260,-2000,0.29,580,0
Rico,997430,2018-11-07 0:00:00,C,Vista,CMIG4,200,11.63,-2326,10
Rico,852481,2019-02-01 0:00:00,C,Futuro,WDOH19,1,220.28,-220.28,0.2
Rico,852481,2019-02-01 0:00:00,C,Futuro,WING19,3,45,-45,0.6
Rico,852481,2019-02-01 0:00:00,V,Futuro,WDOH19,-1,175.28,175.28,0.2
Rico,852481,2019-02-01 0:00:00,V,Futuro,WING19,-1,21,21,0.2
Rico,852481,2019-02-01 0:00:00,V,Futuro,WING19,-2,42,42,0.4
Rico,871597,2019-02-12 0:00:00,C,Futuro,WDOH19,1,213.76,-213.76,0.2
Rico,871597,2019-02-12 0:00:00,C,Futuro,WDOH19,1,3.76,-3.76,0.2
Rico,871597,2019-02-12 0:00:00,V,Futuro,WDOH19,-1,148.76,148.76,0.2
Rico,871597,2019-02-12 0:00:00,V,Futuro,WDOH19,-1,178.76,178.76,0.2
Modal,150028,2019-02-12 0:00:00,C,Vista,ABCP11,6,96.79,-580.74,0
Modal,150028,2019-02-12 0:00:00,C,Vista,ABCP11,5,96.78,-483.9,0
Modal,150028,2019-02-12 0:00:00,C,Vista,ABCP11,8,96.79,-774.32,0
Modal,150028,2019-02-12 0:00:00,C,Vista,RBRR11,17,107,-1819,0
Modal,150028,2019-02-12 0:00:00,V,Vista,HTMX11,-9,149.72,1347.48,0
Modal,150028,2019-02-12 0:00:00,V,Vista,MXRF11,-196,10.46,2050.16,0
Modal,150028,2019-02-12 0:00:00,V,Vista,MXRF11,-4,10.46,41.84,0
Rico,291432,2019-02-13 0:00:00,C,Vista,ABEV3,100,18.51,-1851,7.14285714285714
Rico,291432,2019-02-13 0:00:00,V,Vista,CMIG4,-100,13.42,1342,7.14285714285714
Rico,291432,2019-02-13 0:00:00,V,Vista,CMIG4,-100,13.35,1335,7.14285714285714
Rico,291432,2019-02-13 0:00:00,V,Vista,BRCR11,-11,104.71,1151.81,7.14285714285714
Rico,291432,2019-02-13 0:00:00,V,Vista,MALL11,-10,106.5,1065,7.14285714285714
Rico,291432,2019-02-13 0:00:00,C,Vista,QUAL3,100,15.44,-1544,7.14285714285714
Rico,291432,2019-02-13 0:00:00,C,Vista,VIVT4,100,48.5,-4850,7.14285714285714
Modal,154593,2019-02-13 0:00:00,C,Vista,HGLG11,2,145.8,-291.6,0
Modal,154593,2019-02-13 0:00:00,C,Vista,HGLG11,1,145.78,-145.78,0
Modal,154593,2019-02-13 0:00:00,C,Vista,HGRE11,3,144.29,-432.87,0
Modal,154593,2019-02-13 0:00:00,C,Vista,JSRE11,7,107.71,-753.97,0
Modal,154593,2019-02-13 0:00:00,C,Vista,KNRI11,4,150.49,-601.96,0
Modal,154593,2019-02-13 0:00:00,C,Vista,MALL11,8,107.69,-861.52,0
